"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19011";"19011";"AGUA BRANCA";"34";"3";"GOVERNADOR";"5165";"21";"1";"5165";"21";"4309";"856";"3438";"179";"692";"0";"0";"06/10/2002";"23:28:31"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19011";"19011";"AGUA BRANCA";"34";"5";"SENADOR";"5165";"21";"1";"5165";"21";"4309";"856";"6340";"521";"1757";"0";"0";"06/10/2002";"23:28:31"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19011";"19011";"AGUA BRANCA";"34";"6";"DEPUTADO FEDERAL";"5165";"21";"1";"5165";"21";"4309";"856";"3368";"193";"102";"646";"0";"06/10/2002";"23:28:31"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19011";"19011";"AGUA BRANCA";"34";"7";"DEPUTADO ESTADUAL";"5165";"21";"1";"5165";"21";"4309";"856";"3101";"199";"165";"844";"0";"06/10/2002";"23:28:31"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19038";"19038";"AGUIAR";"66";"3";"GOVERNADOR";"4355";"19";"0";"4355";"19";"3779";"576";"3165";"75";"539";"0";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19038";"19038";"AGUIAR";"66";"5";"SENADOR";"4355";"19";"0";"4355";"19";"3779";"576";"5951";"237";"1370";"0";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19038";"19038";"AGUIAR";"66";"6";"DEPUTADO FEDERAL";"4355";"19";"0";"4355";"19";"3779";"576";"3202";"76";"89";"412";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19038";"19038";"AGUIAR";"66";"7";"DEPUTADO ESTADUAL";"4355";"19";"0";"4355";"19";"3779";"576";"2941";"66";"171";"601";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19054";"19054";"ALAGOA GRANDE";"9";"3";"GOVERNADOR";"18730";"70";"8";"18730";"70";"15550";"3180";"11940";"980";"2630";"0";"0";"06/10/2002";"22:02:14"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19054";"19054";"ALAGOA GRANDE";"9";"5";"SENADOR";"18730";"70";"8";"18730";"70";"15550";"3180";"21835";"2646";"6619";"0";"0";"06/10/2002";"22:02:14"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19054";"19054";"ALAGOA GRANDE";"9";"6";"DEPUTADO FEDERAL";"18730";"70";"8";"18730";"70";"15550";"3180";"12288";"937";"531";"1794";"0";"06/10/2002";"22:02:14"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19054";"19054";"ALAGOA GRANDE";"9";"7";"DEPUTADO ESTADUAL";"18730";"70";"8";"18730";"70";"15550";"3180";"11376";"870";"654";"2650";"0";"06/10/2002";"22:02:14"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19070";"19070";"ALAGOA NOVA";"13";"3";"GOVERNADOR";"12124";"47";"0";"12124";"47";"10100";"2024";"7791";"616";"1693";"0";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19070";"19070";"ALAGOA NOVA";"13";"5";"SENADOR";"12124";"47";"0";"12124";"47";"10100";"2024";"13773";"1858";"4569";"0";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19070";"19070";"ALAGOA NOVA";"13";"6";"DEPUTADO FEDERAL";"12124";"47";"0";"12124";"47";"10100";"2024";"7499";"719";"417";"1465";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19070";"19070";"ALAGOA NOVA";"13";"7";"DEPUTADO ESTADUAL";"12124";"47";"0";"12124";"47";"10100";"2024";"6923";"770";"554";"1853";"0";"06/10/2002";"21:27:57"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19097";"19097";"ALAGOINHA";"46";"3";"GOVERNADOR";"8121";"31";"5";"8121";"31";"7015";"1106";"5656";"396";"963";"0";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19097";"19097";"ALAGOINHA";"46";"5";"SENADOR";"8121";"31";"5";"8121";"31";"7015";"1106";"10233";"1089";"2708";"0";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19097";"19097";"ALAGOINHA";"46";"6";"DEPUTADO FEDERAL";"8121";"31";"5";"8121";"31";"7015";"1106";"5395";"481";"230";"909";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19097";"19097";"ALAGOINHA";"46";"7";"DEPUTADO ESTADUAL";"8121";"31";"5";"8121";"31";"7015";"1106";"5014";"465";"306";"1230";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19763";"19763";"ALCANTIL";"62";"3";"GOVERNADOR";"3147";"12";"0";"3147";"12";"2851";"296";"2264";"123";"464";"0";"0";"06/10/2002";"22:47:23"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19763";"19763";"ALCANTIL";"62";"5";"SENADOR";"3147";"12";"0";"3147";"12";"2851";"296";"4240";"386";"1076";"0";"0";"06/10/2002";"22:47:23"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19763";"19763";"ALCANTIL";"62";"6";"DEPUTADO FEDERAL";"3147";"12";"0";"3147";"12";"2851";"296";"2477";"95";"48";"231";"0";"06/10/2002";"22:47:23"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19763";"19763";"ALCANTIL";"62";"7";"DEPUTADO ESTADUAL";"3147";"12";"0";"3147";"12";"2851";"296";"2183";"134";"103";"431";"0";"06/10/2002";"22:47:23"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19925";"19925";"ALGODAO DE JANDAIRA";"67";"3";"GOVERNADOR";"1674";"5";"0";"1674";"5";"1417";"257";"1245";"41";"131";"0";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19925";"19925";"ALGODAO DE JANDAIRA";"67";"5";"SENADOR";"1674";"5";"0";"1674";"5";"1417";"257";"2292";"129";"413";"0";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19925";"19925";"ALGODAO DE JANDAIRA";"67";"6";"DEPUTADO FEDERAL";"1674";"5";"0";"1674";"5";"1417";"257";"1216";"56";"28";"117";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19925";"19925";"ALGODAO DE JANDAIRA";"67";"7";"DEPUTADO ESTADUAL";"1674";"5";"0";"1674";"5";"1417";"257";"1135";"55";"28";"199";"0";"06/10/2002";"20:44:22"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19119";"19119";"ALHANDRA";"73";"3";"GOVERNADOR";"12942";"35";"0";"12942";"35";"9933";"3009";"7968";"733";"1232";"0";"0";"07/10/2002";"03:02:23"
"25/02/2013";"10:37:17";"2002";"1";"ELEICOES 2002";"PB";"19119";"19119";"ALHANDRA";"73";"5";"SENADOR";"12942";"35";"0";"12942";"35";"9933";"3009";"14779";"1940";"3147";"0";"0";"07/10/2002";"03:02:23"
